5.834086593653322161e+00,1.262433585546908432e+01,2.593082557200693028e+00
1.673949967005810890e+01,1.880721573793857004e+01,2.156010049067574208e+00
5.521734279837438919e+01,1.067178722035869676e+01,2.884011457492326347e+00
4.803980585673432350e+08,4.762938433586948683e+00,1.846424457491793181e+00
9.002878874197794090e+00,3.300551942906211877e+01,2.710539165651837834e+00
5.372235704526831412e+00,1.105218245737322036e+01,1.713187981103329705e+00
9.559951920104186485e+00,1.925432344168365262e+01,2.385987248767164726e+00
1.417915752670547747e+01,2.065990972364458145e+01,2.303232916085598880e+00
9.365525016495698907e+00,1.477558079012846903e+01,2.782801052764089178e+00
7.814432914972172739e+00,1.236895238308609457e+01,3.902323509074025143e+00
6.650130021673090752e+00,1.443280668613744844e+01,1.624069469118962550e+00
7.213545516260108315e+00,1.394938980922911043e+01,1.329742055891190322e+00
5.900288723813224223e+00,2.956908102114509518e+01,2.419627544077880721e+00
7.291997776935861708e+00,1.614565198885568265e+01,1.787445349077237733e+00
7.056859287973108685e+00,1.434673926851132819e+01,1.371695410336604581e+00
6.783083041492620424e+00,2.185129276624955708e+01,2.506940459473369742e+00
8.868919336302628409e+00,1.159273846973873212e+01,1.514824471704011577e+00
7.017606221654656196e+00,2.315480546484916502e+01,1.744591693881404559e+00
7.994629583055548494e+00,2.191905481207287920e+01,2.245388959440674626e+00
8.144020348843845625e+00,2.890292931551413602e+01,2.138236249767374808e+00
7.892707041634703380e+00,9.248741043880649215e+00,1.969866232208829615e+00
7.861178209825277818e+00,1.403133730405789592e+01,1.355811000541706779e+00
8.426498578135026563e+00,1.459568866286890021e+01,1.997995216398298357e+00
2.147546295641410552e+01,9.976856061893034422e+00,1.483466812681981661e+00
9.561870784529853395e+00,6.486926501102294651e+01,5.134003106279098283e+00
1.409669202553983069e+01,1.305223050517857075e+01,1.519174100353071211e+00
5.993789550283239805e+03,7.069877650451132922e+01,6.663741091541208306e+00
1.299962641185143397e+01,1.588720319230466060e+01,1.680069638992537584e+00
8.200743431442269582e+00,7.938266706566658115e+01,5.899481968422788825e+00
1.076180479194956163e+01,1.834488014988295390e+01,2.187124648068258459e+00
1.185035939708424380e+01,8.275950976644219281e+01,6.832948817827466215e+00
1.405512877162156826e+01,5.477867109963546000e+01,5.216577194206177381e+00
8.698013766164871541e+00,3.688636215070330593e+01,3.263214947046227721e+00
2.132498727118440438e+05,5.778112288329018043e+01,7.618393221057122133e+00
6.896355136860500501e+00,2.719781021523556319e+01,2.154123333654862193e+00
3.822738038523583981e+01,5.475896256055876421e+01,1.063447389796747977e+01
3.399170340406868718e+02,6.708186677406581566e+01,1.530814311402530592e+01
3.890863227277132808e+01,8.174207320163837664e+01,1.535356137752902406e+01
2.806547819840724856e+01,9.792686328650543715e+01,1.570269442786384673e+01
9.120708173150067211e+00,4.691727811953224148e+01,4.037329115605020391e+00
6.451976995724070463e+00,2.837897311521588506e+01,2.117572012373028389e+00
7.541961909017587118e+00,2.829620854026489241e+01,2.363886970708937163e+00
1.203895090236749965e+01,3.719191418331675436e+01,5.294910072136598700e+00
1.266494139697462629e+01,2.127111613689935155e+01,2.174586500327068350e+00
2.778878573986874301e+01,4.336194780154093564e+01,8.133428503845564705e+00
1.415955066030549858e+01,4.787022511684872939e+01,9.512452146165408351e+00
8.358411346256561458e+00,5.282930277851504286e+01,4.393263749817753805e+00
6.484630419976450177e+00,2.606710912500914645e+01,1.945533831718210038e+00
6.882875180646681912e+00,3.430110143836944303e+01,2.815523579363372164e+00
6.629680644036273662e+00,3.549353318068563112e+01,4.230545981655033927e+00
6.060421413875261010e+00,2.260321688343239543e+01,1.836710809151215429e+00
1.446885884272808198e+01,4.147898176955480665e+01,7.253818062403414757e+00
1.113231714942586947e+01,4.222164607529946068e+01,8.364832923720911140e+00
1.474615868570654129e+02,4.951330771518189522e+01,4.871142304509699983e+00
1.067117133815754926e+01,2.614770637567265510e+01,2.657892321785018552e+00
7.472751940213301580e+00,3.249669193586791494e+01,2.666577452840058537e+00
1.628000090190174376e+01,4.033426385242290735e+01,6.105351109540400500e+00
1.069517259389763097e+01,2.279529154970811078e+01,2.020818721890512037e+00
1.262864146616337280e+01,5.106353985518816785e+01,7.862784223152825547e+00
2.122863147672325113e+01,5.623488042183683433e+01,9.939430752151906745e+00
1.585111136446486313e+01,3.860202955826187576e+01,3.859320689128669102e+00
1.405374049138741555e+01,2.265480747669842287e+01,2.757911975854478115e+00
1.061080848936894228e+01,2.062262005447602320e+01,1.869619187519095505e+00
