5.132721049590955431e+00,1.268862669350353301e+01,2.590687938516227362e+00
4.183118536507775076e+01,1.886141961018289948e+01,2.015724557295009767e+00
1.238415724735950718e+01,1.065181569179877741e+01,2.732972899879434259e+00
1.048546150104596019e+08,4.668727262017190682e+00,1.770984989311881641e+00
2.625390175164798023e+01,3.284727448007420492e+01,2.705105747202517730e+00
5.700058621023733174e+00,1.125650091974384637e+01,1.823968894791059281e+00
2.870767591686880849e+01,1.918806953047725727e+01,2.420852026515224686e+00
1.604807337023773073e+01,2.065900417619796769e+01,2.015659241819944825e+00
1.540804206125556419e+01,1.441373055613971133e+01,3.010573014472388564e+00
1.861847043004122781e+01,1.296257623368871137e+01,4.412995707078030350e+00
1.114353735457427774e+01,1.446941555370701948e+01,1.690237082680944969e+00
3.303951788716079818e+01,1.401139703082947108e+01,1.512112461459409474e+00
9.019892866684715571e+00,2.967383126551440142e+01,2.653793101356793471e+00
1.281288485078196970e+01,1.615131078237718043e+01,2.044478735127307267e+00
8.440199942098118413e+00,1.437564480519131038e+01,1.399982271034353687e+00
5.080735368841125421e+00,2.163636320404368263e+01,2.087291769238108774e+00
9.820277011603218753e+00,1.163604421614716244e+01,1.526661388041486100e+00
2.124862008045075612e+01,2.334466031718317680e+01,1.903998040430159300e+00
6.999799449046311395e+01,2.206963131879367168e+01,2.373592456647403370e+00
1.072262279085827785e+01,2.926577671690126436e+01,2.015787503729621122e+00
1.243041479439546748e+01,9.193356237847240209e+00,2.113893732129445091e+00
7.056918113073976428e+01,1.405929551610312522e+01,1.490041308276324639e+00
5.728005352953141482e+01,1.464605395024847923e+01,2.162884215782627351e+00
3.070233278734900951e+08,1.001143177217972635e+01,1.483976980656387390e+00
3.842436702304822393e+04,6.511139665920990183e+01,5.764274150515685591e+00
2.380036774279170686e+01,1.298092457360409213e+01,1.455580298861133492e+00
6.236177725883713663e+01,7.103859155822095772e+01,6.165908729521056841e+00
3.256762170358176434e+01,1.586078456722343333e+01,1.659480792161278195e+00
2.643759259663229244e+01,7.965065407112228968e+01,6.421696416596089918e+00
2.694514102230711572e+01,1.835411548098400658e+01,2.316194313517154768e+00
6.801143613415253640e+03,8.216905271572289848e+01,6.909293842666976104e+00
1.943877618317870883e+02,5.526331273887717543e+01,5.015075435836536144e+00
2.442124746177753991e+01,3.701653195456481171e+01,3.394924501433843389e+00
7.101197488127776887e+04,5.799385249457883162e+01,7.274633578718427529e+00
9.964111785044313052e+00,2.712693055806880693e+01,2.197689880696800824e+00
1.515231152291548671e+06,5.497127815164193976e+01,1.085886870070688204e+01
2.154745925307606347e+06,6.730115120817336560e+01,1.550475511361299397e+01
1.430738257715164218e+06,8.253509197844238088e+01,1.553168788024762392e+01
2.199452210399573203e+06,9.842446537329593070e+01,1.547394224134746565e+01
5.844668885486261388e+03,4.704359704446827095e+01,4.293660338489374340e+00
2.806425569242625784e+01,2.854064331784726249e+01,2.436209235652274430e+00
1.290847798160755389e+01,2.842539180845108149e+01,2.428494768312651431e+00
2.706627740385697223e+01,3.700913610531503650e+01,5.379714396585072222e+00
2.057938312713338291e+01,2.100842308916219281e+01,1.913736501801366785e+00
3.390803145806744112e+01,4.324275412916674100e+01,7.826774915494516094e+00
1.977504201867239431e+01,4.778780411359721825e+01,9.295690258383558557e+00
1.918182025186468422e+02,5.302781450622112658e+01,4.763922496676729068e+00
3.335556734901001619e+01,2.613481043487703914e+01,2.331631895314675518e+00
1.116352401242031434e+01,3.440314214189974962e+01,2.870868751817808207e+00
2.282176751884784949e+01,3.581923908213411778e+01,5.052948075737621281e+00
9.954500645142957183e+00,2.261071402266024677e+01,1.866258068890740418e+00
1.203180279381430040e+01,4.089578540955497488e+01,6.900192503302548630e+00
1.463449730913983871e+01,4.149174956998824371e+01,8.860791961794959093e+00
1.199132270485159211e+02,4.969732776222224402e+01,4.418409439186667953e+00
8.257915637932562447e+00,2.582187908617540728e+01,2.277324092868284744e+00
1.905221061010113459e+01,3.261259403783196120e+01,2.819934683194467162e+00
1.231247804351997388e+01,4.040724543506805588e+01,5.196126827857446173e+00
3.023120568313630230e+01,2.301742306879690858e+01,1.963552666173832506e+00
2.871152058460256740e+01,5.102647657471293741e+01,7.357258074408619564e+00
4.161579742693483297e+01,5.585401793395223535e+01,9.119238669722836477e+00
1.266150861371069774e+07,3.868327611729583282e+01,3.504755808079797141e+00
7.050304460562530906e+00,2.275091401856556672e+01,2.286364479828955076e+00
1.868295491534415120e+01,2.044700337405414103e+01,1.801228616766646251e+00
